Mod:Item:MetaData, Localized Name
gregtech:gt.metaitem.01:11401, End Steel Ingot
gregtech:gt.metaitem.01:11402, Clay Compound Ingot
gregtech:gt.metaitem.01:11403, Crystalline Alloy Ingot
gregtech:gt.metaitem.01:11404, Melodic Alloy Ingot
gregtech:gt.metaitem.01:11405, Stellar Alloy Ingot
gregtech:gt.metaitem.01:11406, Crystalline Pink Slime Ingot
gregtech:gt.metaitem.01:11407, Energetic Silver Ingot
gregtech:gt.metaitem.01:11408, Vivid Alloy Ingot
gregtech:gt.metaitem.01:11470, Epoxid Bar
gregtech:gt.metaitem.01:11471, Silicone Rubber Bar
gregtech:gt.metaitem.01:11472, Polycaprolactam (PCL) Bar
gregtech:gt.metaitem.01:11473, Polytetrafluoroethylene (PTFE) Bar
gregtech:gt.metaitem.01:11485, Alduorite Ingot
gregtech:gt.metaitem.01:11488, Rubracium Ingot
gregtech:gt.metaitem.01:11489, Vulcanite Ingot
gregtech:gt.metaitem.01:11521, Force Ingot
gregtech:gt.metaitem.01:11529, Vinteum Ingot
gregtech:gt.metaitem.01:11576, TPV-Alloy Ingot
gregtech:gt.metaitem.01:11581, Transcendent Metal Ingot
gregtech:gt.metaitem.01:11582, Enriched Holmium Ingot
gregtech:gt.metaitem.01:11583, Magnetohydrodynamically Constrained Star Matter Ingot
gregtech:gt.metaitem.01:11585, White Dwarf Matter Ingot
gregtech:gt.metaitem.01:11586, Black Dwarf Matter Ingot
gregtech:gt.metaitem.01:11588, SpaceTime Ingot
gregtech:gt.metaitem.01:11599, Polybenzimidazole (PBI) Bar
gregtech:gt.metaitem.01:11610, Fiber-Reinforced Epoxy Resin Bar
gregtech:gt.metaitem.01:11611, Borosilicate Glass Bar
gregtech:gt.metaitem.01:11613, Nickel-Zinc Ferrite Ingot
gregtech:gt.metaitem.01:11631, Polyphenylene Sulfide (PPS) Bar
gregtech:gt.metaitem.01:11635, Styrene-Butadiene Rubber (SBR) Bar
gregtech:gt.metaitem.01:11636, Polystyrene (PS) Bar
gregtech:gt.metaitem.01:11649, Polyvinyl Chloride (PVC) Bar
gregtech:gt.metaitem.01:11765, Kevlar Ingot
gregtech:gt.metaitem.01:11770, Endium Ingot
gregtech:gt.metaitem.01:11772, Nickel Aluminide Ingot
gregtech:gt.metaitem.01:11804, Obsidian Ingot
gregtech:gt.metaitem.01:11829, Deep Iron Ingot
gregtech:gt.metaitem.01:11856, Silicon Solar Grade (Poly SI) Ingot
gregtech:gt.metaitem.01:11868, Trinium Ingot
gregtech:gt.metaitem.01:11874, Polyethylene (PE) Bar
gregtech:gt.metaitem.01:11880, Rubber Bar
gregtech:gt.metaitem.01:11884, Desh Ingot
gregtech:gt.metaitem.01:11912, Chrysotile Ingot
gregtech:gt.metaitem.01:11913, Realgar Ingot
gregtech:gt.metaitem.01:11951, Vyroxeres Ingot
gregtech:gt.metaitem.01:11952, Ceruclase Ingot
gregtech:gt.metaitem.01:11956, Tartarite Ingot
gregtech:gt.metaitem.01:11966, Orichalcum Ingot
gregtech:gt.metaitem.01:11970, Void Metal Ingot
gregtech:gt.metaitem.01:11974, Superconductor Base UEV Ingot
gregtech:gt.metaitem.01:11975, Draconium Ingot
gregtech:gt.metaitem.01:11976, Awakened Draconium Ingot
gregtech:gt.metaitem.01:11977, Blood Infused Iron Ingot
gregtech:gt.metaitem.01:11978, Ichorium Ingot
gregtech:gt.metaitem.01:11979, Radox Polymer Bar
gregtech:gt.metaitem.01:11980, Gallium Arsenide Ingot
gregtech:gt.metaitem.01:11981, Indium Gallium Phosphide Ingot
gregtech:gt.metaitem.01:11982, Cosmic Neutronium Ingot
gregtech:gt.metaitem.01:11984, Flerovium Ingot
gregtech:gt.metaitem.01:11985, Superconductor Base UHV Ingot
gregtech:gt.metaitem.01:11986, Superconductor Base UV Ingot
gregtech:gt.metaitem.01:11987, Superconductor Base MV Ingot
gregtech:gt.metaitem.01:11988, Superconductor Base HV Ingot
gregtech:gt.metaitem.01:11989, Superconductor Base EV Ingot
gregtech:gt.metaitem.01:11990, Superconductor Base IV Ingot
gregtech:gt.metaitem.01:11991, Superconductor Base LuV Ingot
gregtech:gt.metaitem.01:11992, Superconductor Base ZPM Ingot
gregtech:gt.metaitem.01:17006, Lithium Plate
gregtech:gt.metaitem.01:17008, Beryllium Plate
gregtech:gt.metaitem.01:17010, Carbon Plate
gregtech:gt.metaitem.01:17018, Magnesium Plate
gregtech:gt.metaitem.01:17019, Aluminium Plate
gregtech:gt.metaitem.01:17020, Raw Silicon Plate
gregtech:gt.metaitem.01:17025, Potassium Plate
gregtech:gt.metaitem.01:17027, Scandium Plate
gregtech:gt.metaitem.01:17028, Titanium Plate
gregtech:gt.metaitem.01:17029, Vanadium Plate
gregtech:gt.metaitem.01:17030, Chrome Plate
gregtech:gt.metaitem.01:17031, Manganese Plate
gregtech:gt.metaitem.01:17032, Iron Plate
gregtech:gt.metaitem.01:17033, Cobalt Plate
gregtech:gt.metaitem.01:17034, Nickel Plate
gregtech:gt.metaitem.01:17035, Copper Plate
gregtech:gt.metaitem.01:17036, Zinc Plate
gregtech:gt.metaitem.01:17037, Gallium Plate
gregtech:gt.metaitem.01:17039, Arsenic Plate
gregtech:gt.metaitem.01:17043, Rubidium Plate
gregtech:gt.metaitem.01:17044, Strontium Plate
gregtech:gt.metaitem.01:17045, Yttrium Plate
gregtech:gt.metaitem.01:17047, Niobium Plate
gregtech:gt.metaitem.01:17048, Molybdenum Plate
gregtech:gt.metaitem.01:17052, Palladium Plate
gregtech:gt.metaitem.01:17054, Silver Plate
gregtech:gt.metaitem.01:17056, Indium Plate
gregtech:gt.metaitem.01:17057, Tin Plate
gregtech:gt.metaitem.01:17058, Antimony Plate
gregtech:gt.metaitem.01:17059, Tellurium Plate
gregtech:gt.metaitem.01:17062, Caesium Plate
gregtech:gt.metaitem.01:17063, Barium Plate
gregtech:gt.metaitem.01:17064, Lanthanum Plate
gregtech:gt.metaitem.01:17065, Cerium Plate
gregtech:gt.metaitem.01:17066, Praseodymium Plate
gregtech:gt.metaitem.01:17067, Neodymium Plate
gregtech:gt.metaitem.01:17068, Promethium Plate
gregtech:gt.metaitem.01:17069, Samarium Plate
gregtech:gt.metaitem.01:17070, Europium Plate
gregtech:gt.metaitem.01:17071, Gadolinium Plate
gregtech:gt.metaitem.01:17072, Terbium Plate
gregtech:gt.metaitem.01:17073, Dysprosium Plate
gregtech:gt.metaitem.01:17074, Holmium Plate
gregtech:gt.metaitem.01:17075, Erbium Plate
gregtech:gt.metaitem.01:17076, Thulium Plate
gregtech:gt.metaitem.01:17077, Ytterbium Plate
gregtech:gt.metaitem.01:17078, Lutetium Plate
gregtech:gt.metaitem.01:17080, Tantalum Plate
gregtech:gt.metaitem.01:17081, Tungsten Plate
gregtech:gt.metaitem.01:17083, Osmium Plate
gregtech:gt.metaitem.01:17084, Iridium Plate
gregtech:gt.metaitem.01:17085, Platinum Plate
gregtech:gt.metaitem.01:17086, Gold Plate
gregtech:gt.metaitem.01:17089, Lead Plate
gregtech:gt.metaitem.01:17090, Bismuth Plate
gregtech:gt.metaitem.01:17096, Thorium Plate
gregtech:gt.metaitem.01:17097, Uranium 235 Plate
gregtech:gt.metaitem.01:17098, Uranium 238 Plate
gregtech:gt.metaitem.01:17100, Plutonium 239 Plate
gregtech:gt.metaitem.01:17101, Plutonium 241 Plate
gregtech:gt.metaitem.01:17103, Americium Plate
gregtech:gt.metaitem.01:17111, Purified Tengam Plate
gregtech:gt.metaitem.01:17112, Attuned Tengam Plate
gregtech:gt.metaitem.01:17125, Hellish Metal Plate
gregtech:gt.metaitem.01:17129, Neutronium Plate
gregtech:gt.metaitem.01:17131, Superconductor Base UIV Plate
gregtech:gt.metaitem.01:17132, Netherite Plate
gregtech:gt.metaitem.01:17134, Superconductor Base UMV Plate
gregtech:gt.metaitem.01:17139, Universium Plate
gregtech:gt.metaitem.01:17141, Eternity Plate
gregtech:gt.metaitem.01:17143, Magmatter Plate
gregtech:gt.metaitem.01:17147, Six-Phased Copper Plate
gregtech:gt.metaitem.01:17148, Mellion Plate
gregtech:gt.metaitem.01:17149, Creon Plate
gregtech:gt.metaitem.01:17153, Hot Proto-Halkonite Steel Plate
gregtech:gt.metaitem.01:17154, Proto-Halkonite Steel Plate
gregtech:gt.metaitem.01:17156, Hot Exo-Halkonite Steel Plate
gregtech:gt.metaitem.01:17157, Exo-Halkonite Steel Plate
gregtech:gt.metaitem.01:17163, Prismatic Naquadah Plate
gregtech:gt.metaitem.01:17174, Hexanite Plate
gregtech:gt.metaitem.01:17189, Shijima Plate
gregtech:gt.metaitem.01:17190, Churitsu Plate
gregtech:gt.metaitem.01:17201, Manasteel Plate
gregtech:gt.metaitem.01:17202, Terrasteel Plate
gregtech:gt.metaitem.01:17203, Elven Elementium Plate
gregtech:gt.metaitem.01:17204, Livingrock Plate
gregtech:gt.metaitem.01:17205, Gaia Spirit Plate
gregtech:gt.metaitem.01:17206, Livingwood Plate
gregtech:gt.metaitem.01:17207, Dreamwood Plate
gregtech:gt.metaitem.01:17208, Mana Diamond Plate
gregtech:gt.metaitem.01:17209, Dragonstone Plate
gregtech:gt.metaitem.01:17300, Bronze Plate
gregtech:gt.metaitem.01:17301, Brass Plate
gregtech:gt.metaitem.01:17302, Invar Plate
gregtech:gt.metaitem.01:17303, Electrum Plate
gregtech:gt.metaitem.01:17304, Wrought Iron Plate
gregtech:gt.metaitem.01:17305, Steel Plate
gregtech:gt.metaitem.01:17306, Stainless Steel Plate
gregtech:gt.metaitem.01:17307, Pig Iron Plate
gregtech:gt.metaitem.01:17308, Red Alloy Plate
gregtech:gt.metaitem.01:17309, Blue Alloy Plate
gregtech:gt.metaitem.01:17310, Cupronickel Plate
gregtech:gt.metaitem.01:17311, Nichrome Plate
gregtech:gt.metaitem.01:17312, Kanthal Plate
gregtech:gt.metaitem.01:17313, Magnalium Plate
gregtech:gt.metaitem.01:17314, Soldering Alloy Plate
gregtech:gt.metaitem.01:17315, Battery Alloy Plate
gregtech:gt.metaitem.01:17316, Tungstensteel Plate
gregtech:gt.metaitem.01:17317, Osmiridium Plate
gregtech:gt.metaitem.01:17318, Sunnarium Plate
gregtech:gt.metaitem.01:17319, Adamantium Plate
gregtech:gt.metaitem.01:17320, Fluxed Electrum Plate
gregtech:gt.metaitem.01:17321, Enderium Plate
gregtech:gt.metaitem.01:17323, Infused Gold Plate
gregtech:gt.metaitem.01:17324, Naquadah Plate
gregtech:gt.metaitem.01:17325, Naquadah Alloy Plate
gregtech:gt.metaitem.01:17326, Enriched Naquadah Plate
gregtech:gt.metaitem.01:17327, Naquadria Plate
gregtech:gt.metaitem.01:17328, Duranium Plate
gregtech:gt.metaitem.01:17329, Tritanium Plate
gregtech:gt.metaitem.01:17330, Thaumium Plate
gregtech:gt.metaitem.01:17331, Mithril Plate
gregtech:gt.metaitem.01:17333, Astral Silver Plate
gregtech:gt.metaitem.01:17334, Black Steel Plate
gregtech:gt.metaitem.01:17335, Damascus Steel Plate
gregtech:gt.metaitem.01:17336, Shadow Iron Plate
gregtech:gt.metaitem.01:17337, Shadow Steel Plate
gregtech:gt.metaitem.01:17338, Ironwood Plate
gregtech:gt.metaitem.01:17339, Steeleaf Plate
gregtech:gt.metaitem.01:17340, Meteoric Iron Plate
gregtech:gt.metaitem.01:17341, Meteoric Steel Plate
gregtech:gt.metaitem.01:17342, Deep Dark Iron Plate
gregtech:gt.metaitem.01:17343, Cobalt Brass Plate
gregtech:gt.metaitem.01:17344, Ultimet Plate
gregtech:gt.metaitem.01:17345, Annealed Copper Plate
gregtech:gt.metaitem.01:17346, Fiery Steel Plate
gregtech:gt.metaitem.01:17347, Firestone Plate
gregtech:gt.metaitem.01:17348, Red Steel Plate
gregtech:gt.metaitem.01:17349, Blue Steel Plate
gregtech:gt.metaitem.01:17350, Sterling Silver Plate
gregtech:gt.metaitem.01:17351, Rose Gold Plate
gregtech:gt.metaitem.01:17352, Black Bronze Plate
gregtech:gt.metaitem.01:17353, Bismuth Bronze Plate
gregtech:gt.metaitem.01:17354, Magnetic Iron Plate
gregtech:gt.metaitem.01:17355, Magnetic Steel Plate
gregtech:gt.metaitem.01:17356, Magnetic Neodymium Plate
gregtech:gt.metaitem.01:17357, Vanadium-Gallium Plate
gregtech:gt.metaitem.01:17358, Yttrium Barium Cuprate Plate
gregtech:gt.metaitem.01:17359, Niobium Nitride Plate
gregtech:gt.metaitem.01:17360, Niobium-Titanium Plate
gregtech:gt.metaitem.01:17361, Chromium Dioxide Plate
gregtech:gt.metaitem.01:17362, Knightmetal Plate
gregtech:gt.metaitem.01:17363, Tin Alloy Plate
gregtech:gt.metaitem.01:17364, Dark Steel Plate
gregtech:gt.metaitem.01:17365, Electrical Steel Plate
gregtech:gt.metaitem.01:17366, Energetic Alloy Plate
gregtech:gt.metaitem.01:17367, Vibrant Alloy Plate
gregtech:gt.metaitem.01:17368, Shadow Metal Plate
gregtech:gt.metaitem.01:17369, Conductive Iron Plate
gregtech:gt.metaitem.01:17370, Tungstencarbide Plate
gregtech:gt.metaitem.01:17371, Vanadiumsteel Plate
gregtech:gt.metaitem.01:17372, HSS-G Plate
gregtech:gt.metaitem.01:17373, HSS-E Plate
gregtech:gt.metaitem.01:17374, HSS-S Plate
gregtech:gt.metaitem.01:17378, Pulsating Iron Plate
gregtech:gt.metaitem.01:17379, Soularium Plate
gregtech:gt.metaitem.01:17380, Enderium Base Plate
gregtech:gt.metaitem.01:17381, Redstone Alloy Plate
gregtech:gt.metaitem.01:17382, Ardite Plate
gregtech:gt.metaitem.01:17383, Reinforced Plate
gregtech:gt.metaitem.01:17384, Galgadorian Plate
gregtech:gt.metaitem.01:17385, Enhanced Galgadorian Plate
gregtech:gt.metaitem.01:17386, Manyullyn Plate
gregtech:gt.metaitem.01:17387, Mytryl Plate
gregtech:gt.metaitem.01:17388, Black Plutonium Plate
gregtech:gt.metaitem.01:17389, Callisto Ice Plate
gregtech:gt.metaitem.01:17390, Ledox Plate
gregtech:gt.metaitem.01:17391, Quantium Plate
gregtech:gt.metaitem.01:17392, Duralumin Plate
gregtech:gt.metaitem.01:17393, Oriharukon Plate
gregtech:gt.metaitem.01:17394, Infinity Catalyst Plate
gregtech:gt.metaitem.01:17395, Bedrockium Plate
gregtech:gt.metaitem.01:17397, Infinity Plate
gregtech:gt.metaitem.01:17398, Mysterious Crystal Plate
gregtech:gt.metaitem.01:17399, Magnetic Samarium Plate
gregtech:gt.metaitem.01:17400, Obzinite Plate
gregtech:gt.metaitem.01:17401, End Steel Plate
gregtech:gt.metaitem.01:17402, Clay Compound Plate
gregtech:gt.metaitem.01:17403, Crystalline Alloy Plate
gregtech:gt.metaitem.01:17404, Melodic Alloy Plate
gregtech:gt.metaitem.01:17405, Stellar Alloy Plate
gregtech:gt.metaitem.01:17406, Crystalline Pink Slime Plate
gregtech:gt.metaitem.01:17407, Energetic Silver Plate
gregtech:gt.metaitem.01:17408, Vivid Alloy Plate
gregtech:gt.metaitem.01:17470, Epoxid Sheet
gregtech:gt.metaitem.01:17471, Silicone Rubber Sheet
gregtech:gt.metaitem.01:17472, Polycaprolactam (PCL) Sheet
gregtech:gt.metaitem.01:17473, Polytetrafluoroethylene (PTFE) Sheet
gregtech:gt.metaitem.01:17485, Alduorite Plate
gregtech:gt.metaitem.01:17488, Rubracium Plate
gregtech:gt.metaitem.01:17489, Vulcanite Plate
gregtech:gt.metaitem.01:17500, Diamond Plate
gregtech:gt.metaitem.01:17501, Emerald Plate
gregtech:gt.metaitem.01:17502, Ruby Plate
gregtech:gt.metaitem.01:17503, Sapphire Plate
gregtech:gt.metaitem.01:17504, Green Sapphire Plate
gregtech:gt.metaitem.01:17505, Olivine Plate
gregtech:gt.metaitem.01:17506, Nether Star Plate
gregtech:gt.metaitem.01:17507, Topaz Plate
gregtech:gt.metaitem.01:17508, Tanzanite Plate
gregtech:gt.metaitem.01:17509, Amethyst Plate
gregtech:gt.metaitem.01:17510, Opal Plate
gregtech:gt.metaitem.01:17511, Jasper Plate
gregtech:gt.metaitem.01:17512, Spinel Plate
gregtech:gt.metaitem.01:17513, Blue Topaz Plate
gregtech:gt.metaitem.01:17514, Amber Plate
gregtech:gt.metaitem.01:17515, Dilithium Plate
gregtech:gt.metaitem.01:17516, Certus Quartz Plate
gregtech:gt.metaitem.01:17518, Forcicium Plate
gregtech:gt.metaitem.01:17519, Forcillium Plate
gregtech:gt.metaitem.01:17520, Monazite Plate
gregtech:gt.metaitem.01:17521, Force Plate
gregtech:gt.metaitem.01:17522, Nether Quartz Plate
gregtech:gt.metaitem.01:17523, Quartzite Plate
gregtech:gt.metaitem.01:17524, Lazurite Plate
gregtech:gt.metaitem.01:17525, Sodalite Plate
gregtech:gt.metaitem.01:17526, Lapis Plate
gregtech:gt.metaitem.01:17527, Red Garnet Plate
gregtech:gt.metaitem.01:17528, Yellow Garnet Plate
gregtech:gt.metaitem.01:17529, Vinteum Plate
gregtech:gt.metaitem.01:17530, Apatite Plate
gregtech:gt.metaitem.01:17531, Niter Plate
gregtech:gt.metaitem.01:17532, Enderpearl Plate
gregtech:gt.metaitem.01:17533, Endereye Plate
gregtech:gt.metaitem.01:17534, Tricalcium Phosphate Plate
gregtech:gt.metaitem.01:17535, Coal Plate
gregtech:gt.metaitem.01:17536, Charcoal Plate
gregtech:gt.metaitem.01:17537, Jade Plate
gregtech:gt.metaitem.01:17538, Lignite Coal Plate
gregtech:gt.metaitem.01:17540, Aer Crystal Plate
gregtech:gt.metaitem.01:17541, Ignis Crystal Plate
gregtech:gt.metaitem.01:17542, Terra Crystal Plate
gregtech:gt.metaitem.01:17543, Aqua Crystal Plate
gregtech:gt.metaitem.01:17544, Perditio Crystal Plate
gregtech:gt.metaitem.01:17545, Ordo Crystal Plate
gregtech:gt.metaitem.01:17576, TPV-Alloy Plate
gregtech:gt.metaitem.01:17581, Transcendent Metal Plate
gregtech:gt.metaitem.01:17582, Enriched Holmium Plate
gregtech:gt.metaitem.01:17583, Magnetohydrodynamically Constrained Star Matter Plate
gregtech:gt.metaitem.01:17585, White Dwarf Matter Plate
gregtech:gt.metaitem.01:17586, Black Dwarf Matter Plate
gregtech:gt.metaitem.01:17588, SpaceTime Plate
gregtech:gt.metaitem.01:17599, Polybenzimidazole (PBI) Sheet
gregtech:gt.metaitem.01:17610, Fiber-Reinforced Epoxy Resin Sheet
gregtech:gt.metaitem.01:17611, Borosilicate Glass Pane
gregtech:gt.metaitem.01:17613, Nickel-Zinc Ferrite Plate
gregtech:gt.metaitem.01:17631, Polyphenylene Sulfide (PPS) Sheet
gregtech:gt.metaitem.01:17635, Styrene-Butadiene Rubber (SBR) Sheet
gregtech:gt.metaitem.01:17636, Polystyrene (PS) Sheet
gregtech:gt.metaitem.01:17649, Polyvinyl Chloride (PVC) Sheet
gregtech:gt.metaitem.01:17765, Kevlar Plate
gregtech:gt.metaitem.01:17770, Endium Plate
gregtech:gt.metaitem.01:17772, Nickel Aluminide Plate
gregtech:gt.metaitem.01:17804, Obsidian Plate
gregtech:gt.metaitem.01:17809, Wood Plank
gregtech:gt.metaitem.01:17810, Redstone Plate
gregtech:gt.metaitem.01:17811, Glowstone Plate
gregtech:gt.metaitem.01:17812, Electrotine Plate
gregtech:gt.metaitem.01:17829, Deep Iron Plate
gregtech:gt.metaitem.01:17844, Basalt Plate
gregtech:gt.metaitem.01:17845, Marble Plate
gregtech:gt.metaitem.01:17849, Black Granite Plate
gregtech:gt.metaitem.01:17850, Red Granite Plate
gregtech:gt.metaitem.01:17856, Silicon Solar Grade (Poly SI) Plate
gregtech:gt.metaitem.01:17868, Trinium Plate
gregtech:gt.metaitem.01:17874, Polyethylene (PE) Sheet
gregtech:gt.metaitem.01:17880, Rubber Sheet
gregtech:gt.metaitem.01:17884, Desh Plate
gregtech:gt.metaitem.01:17889, Sealed Wood Plank
gregtech:gt.metaitem.01:17890, Glass Pane
gregtech:gt.metaitem.01:17912, Chrysotile Plate
gregtech:gt.metaitem.01:17913, Realgar Plate
gregtech:gt.metaitem.01:17947, Concrete Plate
gregtech:gt.metaitem.01:17951, Vyroxeres Plate
gregtech:gt.metaitem.01:17952, Ceruclase Plate
gregtech:gt.metaitem.01:17956, Tartarite Plate
gregtech:gt.metaitem.01:17966, Orichalcum Plate
gregtech:gt.metaitem.01:17970, Void Metal Plate
gregtech:gt.metaitem.01:17974, Superconductor Base UEV Plate
gregtech:gt.metaitem.01:17975, Draconium Plate
gregtech:gt.metaitem.01:17976, Awakened Draconium Plate
gregtech:gt.metaitem.01:17977, Blood Infused Iron Plate
gregtech:gt.metaitem.01:17978, Ichorium Plate
gregtech:gt.metaitem.01:17979, Radox Polymer Sheet
gregtech:gt.metaitem.01:17980, Gallium Arsenide Plate
gregtech:gt.metaitem.01:17981, Indium Gallium Phosphide Plate
gregtech:gt.metaitem.01:17982, Cosmic Neutronium Plate
gregtech:gt.metaitem.01:17984, Flerovium Plate
gregtech:gt.metaitem.01:17985, Superconductor Base UHV Plate
gregtech:gt.metaitem.01:17986, Superconductor Base UV Plate
gregtech:gt.metaitem.01:17987, Superconductor Base MV Plate
gregtech:gt.metaitem.01:17988, Superconductor Base HV Plate
gregtech:gt.metaitem.01:17989, Superconductor Base EV Plate
gregtech:gt.metaitem.01:17990, Superconductor Base IV Plate
gregtech:gt.metaitem.01:17991, Superconductor Base LuV Plate
gregtech:gt.metaitem.01:17992, Superconductor Base ZPM Plate
gregtech:gt.metaitem.01:18006, Double Lithium Plate
gregtech:gt.metaitem.01:18008, Double Beryllium Plate
gregtech:gt.metaitem.01:18010, Double Carbon Plate
gregtech:gt.metaitem.01:18018, Double Magnesium Plate
gregtech:gt.metaitem.01:18019, Double Aluminium Plate
gregtech:gt.metaitem.01:18020, Double Raw Silicon Plate
gregtech:gt.metaitem.01:18025, Double Potassium Plate
gregtech:gt.metaitem.01:18027, Double Scandium Plate
gregtech:gt.metaitem.01:18028, Double Titanium Plate
gregtech:gt.metaitem.01:18029, Double Vanadium Plate
gregtech:gt.metaitem.01:18030, Double Chrome Plate
gregtech:gt.metaitem.01:18031, Double Manganese Plate
gregtech:gt.metaitem.01:18032, Double Iron Plate
gregtech:gt.metaitem.01:18033, Double Cobalt Plate
gregtech:gt.metaitem.01:18034, Double Nickel Plate
gregtech:gt.metaitem.01:18035, Double Copper Plate
gregtech:gt.metaitem.01:18036, Double Zinc Plate
gregtech:gt.metaitem.01:18037, Double Gallium Plate
gregtech:gt.metaitem.01:18039, Double Arsenic Plate
gregtech:gt.metaitem.01:18043, Double Rubidium Plate
gregtech:gt.metaitem.01:18044, Double Strontium Plate
gregtech:gt.metaitem.01:18045, Double Yttrium Plate
gregtech:gt.metaitem.01:18047, Double Niobium Plate
gregtech:gt.metaitem.01:18048, Double Molybdenum Plate
gregtech:gt.metaitem.01:18052, Double Palladium Plate
gregtech:gt.metaitem.01:18054, Double Silver Plate
gregtech:gt.metaitem.01:18056, Double Indium Plate
gregtech:gt.metaitem.01:18057, Double Tin Plate
gregtech:gt.metaitem.01:18058, Double Antimony Plate
gregtech:gt.metaitem.01:18059, Double Tellurium Plate
gregtech:gt.metaitem.01:18062, Double Caesium Plate
gregtech:gt.metaitem.01:18063, Double Barium Plate
gregtech:gt.metaitem.01:18064, Double Lanthanum Plate
gregtech:gt.metaitem.01:18065, Double Cerium Plate
gregtech:gt.metaitem.01:18066, Double Praseodymium Plate
gregtech:gt.metaitem.01:18067, Double Neodymium Plate
gregtech:gt.metaitem.01:18068, Double Promethium Plate
gregtech:gt.metaitem.01:18069, Double Samarium Plate
gregtech:gt.metaitem.01:18070, Double Europium Plate
gregtech:gt.metaitem.01:18071, Double Gadolinium Plate
gregtech:gt.metaitem.01:18072, Double Terbium Plate
gregtech:gt.metaitem.01:18073, Double Dysprosium Plate
gregtech:gt.metaitem.01:18074, Double Holmium Plate
gregtech:gt.metaitem.01:18075, Double Erbium Plate
gregtech:gt.metaitem.01:18076, Double Thulium Plate
gregtech:gt.metaitem.01:18077, Double Ytterbium Plate
gregtech:gt.metaitem.01:18078, Double Lutetium Plate
gregtech:gt.metaitem.01:18080, Double Tantalum Plate
gregtech:gt.metaitem.01:18081, Double Tungsten Plate
gregtech:gt.metaitem.01:18083, Double Osmium Plate
gregtech:gt.metaitem.01:18084, Double Iridium Plate
gregtech:gt.metaitem.01:18085, Double Platinum Plate
gregtech:gt.metaitem.01:18086, Double Gold Plate
gregtech:gt.metaitem.01:18089, Double Lead Plate
gregtech:gt.metaitem.01:18090, Double Bismuth Plate
gregtech:gt.metaitem.01:18096, Double Thorium Plate
